file,line,string,suggested_key
"src/app/businesses/[slug]/salaries/page.tsx",126,"Top postes","businessesIdSalaries.top.postes"
"src/app/businesses/[slug]/salaries/page.tsx",143,"Dernieres entrees publiees","businessesIdSalaries.dernieres.entrees.publiees"
"src/app/categorie/[categorySlug]/page.tsx",25,"Catégorie non trouvée","categorieId.categorie.non.trouvee"
"src/app/categorie/[categorySlug]/page.tsx",72,"Catégories","categorieId.categories"
"src/app/categorie/[categorySlug]/page.tsx",90,"au Maroc","categorieId.maroc"
"src/app/categorie/[categorySlug]/page.tsx",103,"Filtrer par spécialité","categorieId.filtrer.specialite"
"src/app/categorie/[categorySlug]/page.tsx",135,"Chargement des résultats...","categorieId.chargement.resultats"
"src/app/categories/page.tsx",158,"Aucune sous-categorie","categories.aucune.sous.categorie"
"src/app/categories/page.tsx",167,"Voir tout","categories.voir.tout"
"src/app/categories/page.tsx",184,"Vous ne trouvez pas ce que vous cherchez ?","categories.vous.ne.trouvez.pas.ce"
"src/app/categories/page.tsx",189,"Recherche Avancee","categories.recherche.avancee"
"src/app/claim/new/page.tsx",645,"item.s ?","claimNew.item.s"
"src/app/claim/page.tsx",127,"Revendication en cours","claim.revendication.cours"
"src/app/claim/page.tsx",142,"Établissement concerné:","claim.etablissement.concerne"
"src/app/claim/page.tsx",155,"• Notre équipe vérifie votre demande (24-48h)","claim.notre.equipe.verifie.demande.24"
"src/app/claim/page.tsx",156,"• Vous recevrez un email dès la validation","claim.vous.recevrez.email.validation"
"src/app/claim/page.tsx",157,"• Accès complet au tableau de bord après approbation","claim.acces.complet.tableau.bord.apres"
"src/app/claim/page.tsx",179,"Retour à l'accueil","claim.retour.l.accueil"
"src/app/claim/page.tsx",194,"Gérez votre Établissement","claim.gerez.etablissement"
"src/app/claim/page.tsx",204,"Gérez les avis","claim.gerez.avis"
"src/app/claim/page.tsx",205,"Répondez aux clients et améliorez votre réputation","claim.repondez.clients.ameliorez.reputation"
"src/app/claim/page.tsx",209,"Partagez les actualités","claim.partagez.actualites"
"src/app/claim/page.tsx",210,"Publiez des mises à jour et événements","claim.publiez.mises.jour.evenements"
"src/app/claim/page.tsx",214,"Intégrez le widget","claim.integrez.widget"
"src/app/claim/page.tsx",215,"Affichez vos avis sur votre site","claim.affichez.avis.site"
"src/app/claim/page.tsx",239,"Important :","claim.important"
"src/app/claim/page.tsx",249,"Étape 1 : Trouvez votre entreprise","claim.etape.1.trouvez.entreprise"
"src/app/claim/page.tsx",257,"Recherchez votre entreprise","claim.recherchez.entreprise"
"src/app/claim/page.tsx",261,"Entrez le nom ou l'adresse...","claim.entrez.nom.ou.l.adresse"
"src/app/claim/page.tsx",340,"Recherche en cours...","claim.recherche.cours"
"src/app/claim/page.tsx",357,"Établissement sélectionné:","claim.etablissement.selectionne"
"src/app/claim/page.tsx",391,"Établissement déjà revendiqué","claim.etablissement.deja.revendique"
"src/app/claim/page.tsx",412,"Contacter l'équipe","claim.contacter.l.equipe"
"src/app/claim/page.tsx",443,"✨ Processus rapide","claim.processus.rapide"
"src/app/claim/page.tsx",445,"✓ Remplissez vos informations (5 min)","claim.remplissez.informations.5.min"
"src/app/claim/page.tsx",446,"✓ Vérifiez votre identité (email, téléphone ou document)","claim.verifiez.identite.email.telephone.ou"
"src/app/claim/page.tsx",447,"✓ Notre équipe approuve votre demande (24-48h)","claim.notre.equipe.approuve.demande.24"
"src/app/claim/page.tsx",448,"✓ Accédez à votre tableau de bord pro","claim.accedez.tableau.bord.pro"
"src/app/companies/[company]/referrals/page.tsx",321,"Review sentiment summary (aggregated)","companiesIdReferrals.review.sentiment.summary.aggregated"
"src/app/companies/[company]/referrals/page.tsx",325,"No linked business IDs were found on current offers, so review sentiment cannot be aggregated yet.","companiesIdReferrals.no.linked.business.ids.were"
"src/app/companies/page.tsx",35,"Transition en cours","companies.transition.cours"
"src/app/companies/page.tsx",39,"/parrainages/entreprise/*","companies.parrainages.entreprise"
"src/app/companies/page.tsx",42,"Explorer les offres de parrainage","companies.explorer.offres.parrainage"
"src/app/companies/page.tsx",55,"Monthly reports","companies.monthly.reports"
"src/app/dashboard/advertising/page.tsx",27,"Business profile inline","dashboardAdvertising.business.profile.inline"
"src/app/dashboard/advertising/page.tsx",28,"Business profile sidebar","dashboardAdvertising.business.profile.sidebar"
"src/app/dashboard/advertising/page.tsx",156,"casablanca, rabat","dashboardAdvertising.casablanca.rabat"
"src/app/dashboard/advertising/page.tsx",164,"software-engineer, accountant","dashboardAdvertising.software.engineer.accountant"
"src/app/dashboard/advertising/page.tsx",174,"it, finance","dashboardAdvertising.it.finance"
"src/app/dashboard/advertising/page.tsx",181,"Target business IDs","dashboardAdvertising.target.business.ids"
"src/app/dashboard/advertising/page.tsx",183,"acme-corp, globex","dashboardAdvertising.acme.corp.globex"
"src/app/dashboard/advertising/page.tsx",191,"CTA URL","dashboardAdvertising.cta.url"
"src/app/dashboard/advertising/page.tsx",199,"CTA Label","dashboardAdvertising.cta.label"
"src/app/dashboard/advertising/page.tsx",201,"En savoir plus","dashboardAdvertising.savoir.plus"
"src/app/dashboard/advertising/page.tsx",278,"Titre, contenu et budget sont obligatoires.","dashboardAdvertising.titre.contenu.budget.sont.obligatoires"
"src/app/dashboard/advertising/page.tsx",292,"Annonce creee avec succes","dashboardAdvertising.annonce.creee.succes"
"src/app/dashboard/advertising/page.tsx",328,"Annonce mise a jour","dashboardAdvertising.annonce.mise.jour"
"src/app/dashboard/advertising/page.tsx",347,"Supprimer cette annonce ?","dashboardAdvertising.supprimer.cette.annonce"
"src/app/dashboard/advertising/page.tsx",353,"Annonce supprimee","dashboardAdvertising.annonce.supprimee"
"src/app/dashboard/advertising/page.tsx",361,"Gestion des campagnes et placements publicitaires internes.","dashboardAdvertising.gestion.campagnes.placements.publicitaires.internes"
"src/app/dashboard/advertising/page.tsx",366,"Mes Annonces","dashboardAdvertising.mes.annonces"
"src/app/dashboard/advertising/page.tsx",369,"Competitor Ads","dashboardAdvertising.competitor.ads"
"src/app/dashboard/advertising/page.tsx",374,"Vos Campagnes","dashboardAdvertising.campagnes"
"src/app/dashboard/advertising/page.tsx",386,"Creer Annonce","dashboardAdvertising.creer.annonce"
"src/app/dashboard/advertising/page.tsx",390,"Nouvelle annonce","dashboardAdvertising.nouvelle.annonce"
"src/app/dashboard/advertising/page.tsx",391,"Creer une campagne publicitaire classique.","dashboardAdvertising.creer.campagne.publicitaire.classique"
"src/app/dashboard/advertising/page.tsx",403,"Budget (MAD)","dashboardAdvertising.budget.mad"
"src/app/dashboard/advertising/page.tsx",408,"Creer Annonce","dashboardAdvertising.creer.annonce"
"src/app/dashboard/advertising/page.tsx",419,"Aucune campagne","dashboardAdvertising.aucune.campagne"
"src/app/dashboard/advertising/page.tsx",420,"Creer votre premiere campagne publicitaire.","dashboardAdvertising.creer.premiere.campagne.publicitaire"
"src/app/dashboard/advertising/page.tsx",469,"Creer une campagne","dashboardAdvertising.creer.campagne"
"src/app/dashboard/advertising/page.tsx",470,"Creation rapide d une campagne publicitaire.","dashboardAdvertising.creation.rapide.d.campagne.publicitaire"
"src/app/dashboard/advertising/page.tsx",475,"Budget (MAD)","dashboardAdvertising.budget.mad"
"src/app/dashboard/advertising/page.tsx",477,"Creer la campagne","dashboardAdvertising.creer.campagne"
"src/app/dashboard/advertising/page.tsx",485,"Campagnes actives","dashboardAdvertising.campagnes.actives"
"src/app/dashboard/advertising/page.tsx",486,"Campagnes total","dashboardAdvertising.campagnes.total"
"src/app/dashboard/advertising/page.tsx",487,"Taux de depense","dashboardAdvertising.taux.depense"
"src/app/dashboard/advertising/page.tsx",492,"Budget global","dashboardAdvertising.budget.global"
"src/app/dashboard/advertising/page.tsx",493,"Budget alloue vs depense sur toutes les campagnes.","dashboardAdvertising.budget.alloue.vs.depense.toutes"
"src/app/dashboard/advertising/page.tsx",497,"Budget total","dashboardAdvertising.budget.total"
"src/app/dashboard/advertising/page.tsx",498,"Depense totale","dashboardAdvertising.depense.totale"
"src/app/dashboard/advertising/page.tsx",521,"Modifier l annonce","dashboardAdvertising.modifier.l.annonce"
"src/app/dashboard/advertising/page.tsx",522,"Mettez a jour les informations de la campagne.","dashboardAdvertising.mettez.jour.informations.campagne"
"src/app/dashboard/advertising/page.tsx",527,"Budget (MAD)","dashboardAdvertising.budget.mad"
"src/app/dashboard/analytics/page.tsx",158,"Accès refusé","dashboardAnalytics.acces.refuse"
"src/app/dashboard/analytics/page.tsx",161,"Revendiquer une entreprise","dashboardAnalytics.revendiquer.entreprise"
"src/app/dashboard/analytics/page.tsx",203,"WhatsApp Tracking","dashboardAnalytics.whatsapp.tracking"
"src/app/dashboard/analytics/page.tsx",207,"Clics WhatsApp","dashboardAnalytics.clics.whatsapp"
"src/app/dashboard/analytics/page.tsx",213,"Nouveaux contacts directs","dashboardAnalytics.nouveaux.contacts.directs"
"src/app/dashboard/analytics/page.tsx",218,"Booking Tracking","dashboardAnalytics.booking.tracking"
"src/app/dashboard/analytics/page.tsx",222,"Liens Affiliés / Résas","dashboardAnalytics.liens.affilies.resas"
"src/app/dashboard/analytics/page.tsx",228,"Redirections vers vos liens","dashboardAnalytics.redirections.vers.liens"
"src/app/dashboard/analytics/page.tsx",236,"Analyses Avancées","dashboardAnalytics.analyses.avancees"
"src/app/dashboard/analytics/page.tsx",238,"Avis au Fil du Temps","dashboardAnalytics.avis.fil.temps"
"src/app/dashboard/analytics/page.tsx",239,"Évolution sur les 6 derniers mois","dashboardAnalytics.evolution.6.derniers.mois"
"src/app/dashboard/analytics/page.tsx",282,"Distribution Détaillée","dashboardAnalytics.distribution.detaillee"
"src/app/dashboard/analytics/page.tsx",284,"Distribution des Notes","dashboardAnalytics.distribution.notes"
"src/app/dashboard/analytics/page.tsx",285,"Répartition par nombre d'étoiles","dashboardAnalytics.repartition.nombre.d.etoiles"
"src/app/dashboard/business/[id]/page.tsx",59,"Access Denied","dashboardBusinessId.access.denied"
"src/app/dashboard/business/[id]/page.tsx",60,"You do not have permission to manage this business.","dashboardBusinessId.you.do.not.have.permission"
"src/app/dashboard/business/[id]/page.tsx",88,"Failed to load business data","dashboardBusinessId.failed.load.business.data"
"src/app/dashboard/business/[id]/page.tsx",162,"Business Not Found","dashboardBusinessId.business.not.found"
"src/app/dashboard/business/[id]/page.tsx",273,"Derniers Avis","dashboardBusinessId.derniers.avis"
"src/app/dashboard/business/[id]/page.tsx",275,"Tout voir","dashboardBusinessId.tout.voir"
"src/app/dashboard/business/[id]/page.tsx",284,"En attente de votre premier avis","dashboardBusinessId.attente.premier.avis"
"src/app/dashboard/business/[id]/page.tsx",285,"Invitez vos clients à partager leur expérience.","dashboardBusinessId.invitez.clients.partager.leur.experience"
"src/app/dashboard/business/[id]/page.tsx",313,"Vérifié","dashboardBusinessId.verifie"
"src/app/dashboard/business/[id]/page.tsx",349,"Actions Rapides","dashboardBusinessId.actions.rapides"
"src/app/dashboard/business/[id]/page.tsx",378,"belles photos","dashboardBusinessId.belles.photos"
"src/app/dashboard/business/[id]/page.tsx",378,"de votre entreprise pour augmenter vos vues de","dashboardBusinessId.entreprise.pour.augmenter.vues"
"src/app/dashboard/business/[id]/page.tsx",381,"Ajouter des photos &rarr;","dashboardBusinessId.ajouter.photos.rarr"
"src/app/dashboard/companies/page.tsx",15,"Mes Établissements","dashboardCompanies.mes.etablissements"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",103,"Veuillez remplir tous les champs obligatoires et définir un budget valide","dashboardCompetitoradsCompetitorAdsContent.veuillez.remplir.tous.champs.obligatoires"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",118,"Succès","dashboardCompetitoradsCompetitorAdsContent.succes"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",119,"Annonce concurrente créée avec succès","dashboardCompetitoradsCompetitorAdsContent.annonce.concurrente.creee.succes"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",158,"Succès","dashboardCompetitoradsCompetitorAdsContent.succes"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",159,"Annonce concurrente mise à jour avec succès","dashboardCompetitoradsCompetitorAdsContent.annonce.concurrente.mise.jour.succes"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",173,"Êtes-vous sûr de vouloir supprimer cette annonce concurrente ?","dashboardCompetitoradsCompetitorAdsContent.etes.vous.vouloir.supprimer.cette"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",180,"Succès","dashboardCompetitoradsCompetitorAdsContent.succes"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",181,"Annonce concurrente supprimée avec succès","dashboardCompetitoradsCompetitorAdsContent.annonce.concurrente.supprimee.succes"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",198,"Succès","dashboardCompetitoradsCompetitorAdsContent.succes"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",224,"Annonces Concurrentes","dashboardCompetitoradsCompetitorAdsContent.annonces.concurrentes"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",234,"Vos Campagnes Concurrentes","dashboardCompetitoradsCompetitorAdsContent.campagnes.concurrentes"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",244,"Nouvelle Annonce Concurrente","dashboardCompetitoradsCompetitorAdsContent.nouvelle.annonce.concurrente"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",253,"ID de l'Entreprise Annonceur","dashboardCompetitoradsCompetitorAdsContent.id.l.entreprise.annonceur"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",256,"Entrez l'ID de votre entreprise","dashboardCompetitoradsCompetitorAdsContent.entrez.l.id.entreprise"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",263,"IDs des Concurrents Ciblés (facultatif)","dashboardCompetitoradsCompetitorAdsContent.ids.concurrents.cibles.facultatif"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",266,"Entrez les IDs des entreprises concurrentes, un par ligne","dashboardCompetitoradsCompetitorAdsContent.entrez.ids.entreprises.concurrentes.ligne"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",277,"Budget (MAD)","dashboardCompetitoradsCompetitorAdsContent.budget.mad"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",291,"Date de Début","dashboardCompetitoradsCompetitorAdsContent.date.debut"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",300,"Date de Fin","dashboardCompetitoradsCompetitorAdsContent.date.fin"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",313,"Titre de l'Annonce *","dashboardCompetitoradsCompetitorAdsContent.titre.l.annonce"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",316,"Titre accrocheur pour votre annonce","dashboardCompetitoradsCompetitorAdsContent.titre.accrocheur.pour.annonce"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",323,"Contenu de l'Annonce *","dashboardCompetitoradsCompetitorAdsContent.contenu.l.annonce"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",326,"Décrivez votre offre ou service en quelques mots...","dashboardCompetitoradsCompetitorAdsContent.decrivez.offre.ou.service.quelques"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",334,"URLs Média (facultatif)","dashboardCompetitoradsCompetitorAdsContent.urls.media.facultatif"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",337,"Ajoutez des URLs d'images séparées par des sauts de ligne","dashboardCompetitoradsCompetitorAdsContent.ajoutez.urls.d.images.separees"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",367,"Aucune annonce concurrente","dashboardCompetitoradsCompetitorAdsContent.aucune.annonce.concurrente"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",437,"Dépensé:","dashboardCompetitoradsCompetitorAdsContent.depense"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",490,"Modifier l'Annonce Concurrente","dashboardCompetitoradsCompetitorAdsContent.modifier.l.annonce.concurrente"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",499,"ID de l'Entreprise Annonceur","dashboardCompetitoradsCompetitorAdsContent.id.l.entreprise.annonceur"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",508,"IDs des Concurrents Ciblés","dashboardCompetitoradsCompetitorAdsContent.ids.concurrents.cibles"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",518,"Budget (MAD)","dashboardCompetitoradsCompetitorAdsContent.budget.mad"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",531,"Date de Début","dashboardCompetitoradsCompetitorAdsContent.date.debut"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",540,"Date de Fin","dashboardCompetitoradsCompetitorAdsContent.date.fin"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",553,"Titre de l'Annonce","dashboardCompetitoradsCompetitorAdsContent.titre.l.annonce"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",562,"Contenu de l'Annonce","dashboardCompetitoradsCompetitorAdsContent.contenu.l.annonce"
"src/app/dashboard/competitor-ads/CompetitorAdsContent.tsx",572,"URLs Média","dashboardCompetitoradsCompetitorAdsContent.urls.media"
"src/app/dashboard/DashboardClient.tsx",143,"Accès Restreint","dashboardDashboardClient.acces.restreint"
"src/app/dashboard/DashboardClient.tsx",148,"Revendiquer mon entreprise","dashboardDashboardClient.revendiquer.mon.entreprise"
"src/app/dashboard/DashboardClient.tsx",160,"0 ? 'text-success' : ratingDelta","dashboardDashboardClient.0.text.success.ratingdelta"
"src/app/dashboard/DashboardClient.tsx",165,"Repondre aux avis en attente","dashboardDashboardClient.repondre.avis.attente"
"src/app/dashboard/DashboardClient.tsx",175,"Completer le profil entreprise","dashboardDashboardClient.completer.profil.entreprise"
"src/app/dashboard/DashboardClient.tsx",185,"Activer un canal de contact","dashboardDashboardClient.activer.canal.contact"
"src/app/dashboard/DashboardClient.tsx",256,"Nouvelle réponse du support","dashboardDashboardClient.nouvelle.reponse.support"
"src/app/dashboard/DashboardClient.tsx",365,"Alertes Pro","dashboardDashboardClient.alertes.pro"
"src/app/dashboard/DashboardClient.tsx",406,"Aucune action bloquante detectee","dashboardDashboardClient.aucune.action.bloquante.detectee"
"src/app/dashboard/DashboardClient.tsx",407,"Vous pouvez maintenant concentrer vos efforts sur la croissance.","dashboardDashboardClient.vous.pouvez.maintenant.concentrer.efforts"
"src/app/dashboard/DashboardClient.tsx",412,"Repondre aux avis","dashboardDashboardClient.repondre.avis"
"src/app/dashboard/DashboardClient.tsx",415,"Completer le profil","dashboardDashboardClient.completer.profil"
"src/app/dashboard/DashboardClient.tsx",418,"Voir la page publique","dashboardDashboardClient.voir.page.publique"
"src/app/dashboard/DashboardClient.tsx",426,"Checklist operateur","dashboardDashboardClient.checklist.operateur"
"src/app/dashboard/DashboardClient.tsx",511,"Vs ville","dashboardDashboardClient.vs.ville"
"src/app/dashboard/DashboardClient.tsx",517,"Vs secteur","dashboardDashboardClient.vs.secteur"
"src/app/dashboard/DashboardClient.tsx",544,"Derniers Avis Employés","dashboardDashboardClient.derniers.avis.employes"
"src/app/dashboard/DashboardClient.tsx",546,"Gérer les avis","dashboardDashboardClient.gerer.avis"
"src/app/dashboard/DashboardClient.tsx",555,"Aucun avis pour l'instant","dashboardDashboardClient.aucun.avis.pour.l.instant"
"src/app/dashboard/DashboardClient.tsx",556,"Encouragez vos employés à partager leur expérience.","dashboardDashboardClient.encouragez.employes.partager.leur.experience"
"src/app/dashboard/DashboardClient.tsx",621,"Passez au niveau","dashboardDashboardClient.passez.niveau"
"src/app/dashboard/DashboardClient.tsx",621,"Business GOLD","dashboardDashboardClient.business.gold"
"src/app/dashboard/DashboardClient.tsx",621,"pour débloquer :","dashboardDashboardClient.pour.debloquer"
"src/app/dashboard/DashboardClient.tsx",622,"Passez au niveau supérieur avec","dashboardDashboardClient.passez.niveau.superieur"
"src/app/dashboard/edit-profile/page.tsx",248,"Modifications enregistrées !","dashboardEditprofile.modifications.enregistrees"
"src/app/dashboard/edit-profile/page.tsx",275,"ID de l'établissement manquant","dashboardEditprofile.id.l.etablissement.manquant"
"src/app/dashboard/edit-profile/page.tsx",307,"ID de l\","dashboardEditprofile.id.l"
"src/app/dashboard/edit-profile/page.tsx",317,"Format non supporté","dashboardEditprofile.format.non.supporte"
"src/app/dashboard/edit-profile/page.tsx",318,"Veuillez utiliser du JPG, PNG, WEBP, AVIF ou GIF.","dashboardEditprofile.veuillez.utiliser.jpg.png.webp"
"src/app/dashboard/edit-profile/page.tsx",328,"Fichier trop volumineux","dashboardEditprofile.fichier.trop.volumineux"
"src/app/dashboard/edit-profile/page.tsx",345,"Image trop petite","dashboardEditprofile.image.trop.petite"
"src/app/dashboard/edit-profile/page.tsx",346,"La photo de couverture doit faire au moins 400x200 pixels (1200x400 recommandé).","dashboardEditprofile.photo.couverture.doit.faire.moins"
"src/app/dashboard/edit-profile/page.tsx",356,"Image invalide","dashboardEditprofile.image.invalide"
"src/app/dashboard/edit-profile/page.tsx",357,"Impossible de lire le fichier image. Le fichier est peut-être corrompu.","dashboardEditprofile.impossible.lire.fichier.image.fichier"
"src/app/dashboard/edit-profile/page.tsx",404,"Image téléchargée","dashboardEditprofile.image.telechargee"
"src/app/dashboard/edit-profile/page.tsx",440,"Image supprimée","dashboardEditprofile.image.supprimee"
"src/app/dashboard/edit-profile/page.tsx",461,"Modifier le profil","dashboardEditprofile.modifier.profil"
"src/app/dashboard/edit-profile/page.tsx",467,"Accès refusé","dashboardEditprofile.acces.refuse"
"src/app/dashboard/edit-profile/page.tsx",473,"Revendiquer une entreprise","dashboardEditprofile.revendiquer.entreprise"
"src/app/dashboard/edit-profile/page.tsx",502,"Général","dashboardEditprofile.general"
"src/app/dashboard/edit-profile/page.tsx",510,"Informations Générales","dashboardEditprofile.informations.generales"
"src/app/dashboard/edit-profile/page.tsx",518,"Nom de l'entreprise","dashboardEditprofile.nom.l.entreprise"
"src/app/dashboard/edit-profile/page.tsx",545,"Catégorie","dashboardEditprofile.categorie"
"src/app/dashboard/edit-profile/page.tsx",549,"Sélectionnez une catégorie","dashboardEditprofile.selectionnez.categorie"
"src/app/dashboard/edit-profile/page.tsx",567,"Sous-catégorie","dashboardEditprofile.sous.categorie"
"src/app/dashboard/edit-profile/page.tsx",571,"Sélectionnez une sous-catégorie","dashboardEditprofile.selectionnez.sous.categorie"
"src/app/dashboard/edit-profile/page.tsx",595,"Sélectionnez une ville","dashboardEditprofile.selectionnez.ville"
"src/app/dashboard/edit-profile/page.tsx",617,"Sélectionnez un quartier","dashboardEditprofile.selectionnez.quartier"
"src/app/dashboard/edit-profile/page.tsx",636,"Adresse précise","dashboardEditprofile.adresse.precise"
"src/app/dashboard/edit-profile/page.tsx",638,"Rue, numéro, etc.","dashboardEditprofile.rue.numero.etc"
"src/app/dashboard/edit-profile/page.tsx",650,"Site Web","dashboardEditprofile.site.web"
"src/app/dashboard/edit-profile/page.tsx",668,"Plan PRO requis","dashboardEditprofile.plan.pro.requis"
"src/app/dashboard/edit-profile/page.tsx",685,"Ex: 212 600000000","dashboardEditprofile.ex.212.600000000"
"src/app/dashboard/edit-profile/page.tsx",710,"Ex: https://booking.com/...","dashboardEditprofile.ex.https.booking.com"
"src/app/dashboard/edit-profile/page.tsx",729,"Texte du bouton (Optionnel)","dashboardEditprofile.texte.bouton.optionnel"
"src/app/dashboard/edit-profile/page.tsx",733,"Ex: Réserver sur Booking","dashboardEditprofile.ex.reserver.booking"
"src/app/dashboard/edit-profile/page.tsx",750,"Mots-clés de recherche (Tags)","dashboardEditprofile.mots.cles.recherche.tags"
"src/app/dashboard/edit-profile/page.tsx",773,"Médias & Images","dashboardEditprofile.medias.images"
"src/app/dashboard/edit-profile/page.tsx",782,"Logo de l'entreprise","dashboardEditprofile.logo.l.entreprise"
"src/app/dashboard/edit-profile/page.tsx",835,"Photo de couverture","dashboardEditprofile.photo.couverture"
"src/app/dashboard/edit-profile/page.tsx",881,"Galerie photos","dashboardEditprofile.galerie.photos"
"src/app/dashboard/edit-profile/page.tsx",929,"Équipements & Services","dashboardEditprofile.equipements.services"
"src/app/dashboard/layout.tsx",42,"Vue d\","dashboardLayout.vue.d"
"src/app/dashboard/layout.tsx",43,"Mes Avis","dashboardLayout.mes.avis"
"src/app/dashboard/layout.tsx",49,"Benchmark salaires","dashboardLayout.benchmark.salaires"
"src/app/dashboard/layout.tsx",53,"Alertes salaires","dashboardLayout.alertes.salaires"
"src/app/dashboard/layout.tsx",57,"Badge Site Web","dashboardLayout.badge.site.web"
"src/app/dashboard/layout.tsx",62,"Mes Etablissements","dashboardLayout.mes.etablissements"
"src/app/dashboard/layout.tsx",148,"Menu Dashboard","dashboardLayout.menu.dashboard"
"src/app/dashboard/pending/page.tsx",135,"Please enter the verification code.","dashboardPending.please.enter.verification.code"
"src/app/dashboard/pending/page.tsx",153,"Invalid or expired code.","dashboardPending.invalid.expired.code"
"src/app/dashboard/pending/page.tsx",179,"Verification failed. Please try again.","dashboardPending.verification.failed.please.try.again"
"src/app/dashboard/pending/page.tsx",188,"File too large (max 10MB)","dashboardPending.file.too.large.max.10mb"
"src/app/dashboard/pending/page.tsx",233,"Document uploaded. Our team will review it.","dashboardPending.document.uploaded.our.team.will"
"src/app/dashboard/pending/page.tsx",252,"Video too large (max 100MB)","dashboardPending.video.too.large.max.100mb"
"src/app/dashboard/pending/page.tsx",296,"Video uploaded. Our team will review it.","dashboardPending.video.uploaded.our.team.will"
"src/app/dashboard/pending/page.tsx",344,"Please wait","dashboardPending.please.wait"
"src/app/dashboard/pending/page.tsx",363,"Check browser console for details","dashboardPending.check.browser.console.details"
"src/app/dashboard/pending/page.tsx",378,"No claim found","dashboardPending.no.claim.found"
"src/app/dashboard/pending/page.tsx",385,"Create pro account","dashboardPending.create.pro.account"
"src/app/dashboard/pending/page.tsx",423,"Claim details","dashboardPending.claim.details"
"src/app/dashboard/pending/page.tsx",446,"Your name","dashboardPending.name"
"src/app/dashboard/pending/page.tsx",450,"Your title","dashboardPending.title"
"src/app/dashboard/pending/page.tsx",496,"Verification code (6 digits)","dashboardPending.verification.code.6.digits"
"src/app/dashboard/pending/page.tsx",519,"SMS code (6 digits)","dashboardPending.sms.code.6.digits"
"src/app/dashboard/pending/page.tsx",520,"Check your SMS messages","dashboardPending.check.sms.messages"
"src/app/dashboard/pending/page.tsx",544,"Upload document","dashboardPending.upload.document"
"src/app/dashboard/pending/page.tsx",545,"PDF, JPG, PNG (max 10MB)","dashboardPending.pdf.jpg.png.max.10mb"
"src/app/dashboard/pending/page.tsx",566,"Upload video","dashboardPending.upload.video"
"src/app/dashboard/pending/page.tsx",567,"MP4, WebM (max 100MB)","dashboardPending.mp4.webm.max.100mb"
"src/app/dashboard/pending/page.tsx",601,"Next steps","dashboardPending.next.steps"
"src/app/dashboard/pending/page.tsx",612,"1. Complete verification","dashboardPending.1.complete.verification"
"src/app/dashboard/pending/page.tsx",613,"Verify above, then our team reviews","dashboardPending.verify.above.then.our.team"
"src/app/dashboard/pending/page.tsx",623,"2. Approval","dashboardPending.2.approval"
"src/app/dashboard/pending/page.tsx",624,"You'll get a confirmation email","dashboardPending.you.ll.get.confirmation.email"
"src/app/dashboard/pending/page.tsx",632,"3. Dashboard access","dashboardPending.3.dashboard.access"
"src/app/dashboard/pending/page.tsx",633,"Manage reviews and more","dashboardPending.manage.reviews.and.more"
"src/app/dashboard/pending/page.tsx",652,"Try again","dashboardPending.try.again"
"src/app/dashboard/premium/page.tsx",77,"Veuillez entrer une référence de paiement valide.","dashboardPremium.veuillez.entrer.reference.paiement.valide"
"src/app/dashboard/premium/page.tsx",117,"Succès","dashboardPremium.succes"
